File_Error,Corrected
iahtaraP,Raitara
PULAORA,Pulaora
paneeri,paneeri
Samosan,Samosana
GULAB,Gulab
Rogany,Roganya
khichdisa,Kichdisa
Gulabnaa,Gulabna
curdma,Curdma
Masaaoui,Vada
Pattaguyraraa,Pattaguyrara
puliyogarei,Puliyogare
PaKODaji,Pakodaji
Voiue,Pav
inagoR,inagoR
JALEBIU,Jalebi
JOSHMA,Joshma
PATTAGUYRAGA,Pattaguyraga
KHIcHDiYA,Kichdiya
PAKODAJI,Pakodaji
PAvjI,Pavji
eibelaJ,eibelaJ
easeii,easeii
PUrIU,Puri
Paneerr,Upmai
Pooriaa,Puri
Piuoiouuraa,Upma
SAMOSAO,Samosa
iDLIya,Idliya
Theplak,Thepla
iiaiatheiu,iiaiatheiu
alissaL,Idlisa
arawlaH,arawlaH
JalEbio,Jalebi
paneero,paneero
MOMOLA,Momola
AAMA,Aam
Raviaa,Ravai
Roganan,Roganna
DHOKLAo,Dhokla
kesarima,Kesarima
Deugi,Ragi
Roganen,Rogane
PAVLA,Pavla
kesarina,Kesarina
Khichdikam,Kichdika
oaia,oaia
DaLlA,Dala
BISibELeYa,Bisibeleya
Bhaturen,Bhature
Bhatureyaa,Bhatureya
JALEBIE,Jalebi
gULABrA,Gulabra
CURD,Curd
Daly,Dalya
PAYASAGA,Payasaga
Chutneynan,Chutneyna
Poor,Puri
Chutney,Chutney
almaR,Aamra
Paneeryan,Paneeryan
DOSARA,Dosara
CHOLEYA,Choleya
pesarattuga,Pesarattuga
Kheerun,Kheerun
Curdum,Curdu
PATTAGUYRAGA,Pattaguyraga
muddaa,Mudda
MaSalaga,Masalaga
POORIMA,Purima
Idliun,Idlina
ijizbaS,ijizbaS
momoga,Momoga
Rotien,Rotina
PUrInA,Purina
akadduM,akadduM
akoaluP,akoaluP
Masalamaa,Masalama
Upmak,Upmaka
JALEBIJI,Jalebiji
ravama,Ravama
CURDU,Curdu
ialasaM,Rasam
ijdniramaT,ijdniramaT
pULIYoGaReLA,Puliyogarela
Raiyo,Ramo
BaNDeGAIlA,Bandegaila
chapathima,chapathima
rotio,Roti
ravana,Ravana
IDLiRa,Idlira
UPMASA,Upmasa
aihtapahC,aihtapahC
ROGANE,Rogane
Pavm,Pavma
paneerla,paneerla
raitaga,Raitaga
pavo,Pavo
RASAME,Rasame
aooiii,aooiii
Keeursa,Keeursa
bAndEgainA,Bandegaina
Cholek,Chole
THEPLAJI,Theplaji
ijatiaR,ijatiaR
rotila,Rotila
gulAbra,Gulabra
parathai,Paratha
ielohC,ielohC
muddama,Muddama
IdliA,Idli
euttaraseP,euttaraseP
bandegaiga,Bandegaiga
Peoariuteu,Peoariuteu
Sambar,Sambar
oesuiue,Josh
PANEERSA,PANEERSA
Kheerm,Kheerm
ureenaP,Purina
Poori,Puri
BIsiBeLEJI,Bisibeleji
Biryanisam,Biryanisa
almaA,Aama
iaidara,Vadara
Raitakam,Raitaka
Vadala,Vadala
AAMRA,Aamra
Kachoriyan,Kachoriya
ihuoiaa,ihuoiaa
Paneer,Upmai
Pakodak,Pakodaka
Koftayan,Koftaya
RAGIKA,Ragika
pOorIjI,Puriji
ROTIRA,Rotira
rAgila,Ragila
kHiCHdio,Kichdi
biryanina,Biryanina
ijalasaM,ijalasaM
pakodama,Pakodama
ayidhciK,ayidhciK
Pakoda,Pakoda
Koftalan,Koftala
agirohcaK,agirohcaK
pakodaya,Pakodaya
akvaP,Ravao
Paioea,Pav
pattaguyrala,Pattaguyrala
Curdu,Curdu
iagednaB,iagednaB
emaR,Rama
ijalpehT,ijalpehT
Chutneyn,Chutney
POORINA,Purina
ravAYA,Ravaya
eaieoinde,eaieoinde
BANDEGAIE,Bandegai
Pav,Pav
Rotij,Rotiji
rava,Rava
MASALAA,Masala
LASSiU,Lassi
Rot,Roti
Masala,Masala
roTIjI,Rotiji
UpmArA,Upmara
aidhcihK,aidhcihK
oofoaa,oofoaa
RAITA,Raita
uahtaraP,uahtaraP
Upmaam,Upma
asahtaraP,asahtaraP
Payas,Payasa
Curds,Curdsa
Joshsan,Dosai
ireehK,ireehK
PANeeR,Upmai
sabzie,Sabzi
ayirohcaK,ayirohcaK
Chutneyam,Chutneya
pEsarATTUma,Pesarattuma
Pattaguyrayaa,Pattaguyraya
Masala,Masala
Cholekaa,Choleka
Kichd,Kichd
agatiaR,Ragira
DOSAA,Dosa
Dhouaea,Dhouaea
IDLIa,Idli
GULABKA,Gulabka
Puauoo,Puauoo
uirooP,Puriu
kesarila,Kesarila
agitoR,Ragio
kachoria,Kachori
RAITAI,Raita
Dosan,Dosana
DHOKLA,Dhokla
Busibileuu,Busibileuu
joShga,Joshga
aydniramaT,aydniramaT
ielohC,ielohC
Ravaj,Ravaji
Rotis,Rotisa
CHOlEJI,Choleji
Kaehoioa,Pavo
eirooP,eirooP
SAMBARRA,Sambara
curde,Curde
easimia,easimia
Parathay,Paratha
emaA,Ram
oioka,Dosa
Roti,Roti
bhajia,Bhaji
alihtapahC,alihtapahC
KEsARiMA,Kesarima
HALWAMA,Halwama
iiokuiii,iiokuiii
PaRaTha,Paratha
Jalebil,Jalebila
lAsSIi,Lassi
RAMLA,Ramla
tamarind,Tamarind
Curdsaa,Curdsa
Tamarindm,Tamarindma
ROTii,Roti
Aamj,Rami
DOSAga,Dosaga
Mauoeei,Ram
tamarindu,Tamarindu
MUDDAYA,Muddaya
Pakodanaa,Pakodana
Pooiiju,Pooiiju
Paneerl,Paneerl
ivaP,Rava
Dallam,Dalma
PANEERYA,PANEERYA
Sambaiu,Sambar
SAMBARO,Sambaro
ijreehK,ijreehK
ijiruP,ijiruP
aloaluP,aloaluP
oizbaS,oizbaS
Ragijia,Ragiji
aylaD,Dalya
RoTiA,Roti
Masalau,Masala
Chole,Chole
aaguu,Pavu
cuRDga,Curdga
PAYaSama,Payasama
Pesarattuk,Pesarattu
dosaka,Dosaka
RAVaRA,Ravara
masalae,Masala
payasa,Payasa
SABZIU,Sabzi
Roganjia,Roganji
PAVI,Pavi
chutneyla,Chutneyla
Upmag,Upmaga
aalpehT,aalpehT
anmaA,Aama
ijibelaJ,ijibelaJ
Sambarem,Sambare
dalu,Dalu
Rogan,Rogan
aelebisiB,Jalebii
jalebima,Jalebima
Paneerim,Paneerim
RAVA,Rava
aamna,Aamna
Paneers,Paneers
Kesarian,Kesarina
jALeBIMA,Jalebima
CHUTNEye,Chutneye
vadala,Vadala
aradaV,aradaV
Dhoklaoa,Dhokla
Curdmaa,Curdma
Rogansan,Rogansa
Sabzim,Dosaji
asvaP,Ravao
Pavram,Pavra
ROTIMA,Rotima
amerutahB,amerutahB
Koftar,Koftara
Curd,Curd
muddau,Mudda
amyentuhC,amyentuhC
aladaV,Halwaa
Cholekaa,Choleka
tamarindla,Tamarindla
theplaga,Theplaga
samosaa,Samosa
iuoe,iuoe
Josu,Josh
MOMO,Momo
oalea,Dale
Bisibelek,Bisibeleka
iihtapahC,iihtapahC
elaD,Dala
Kofta,Kofta
bIsibElENa,Bisibelena
momosa,Momosa
mUDdAO,Mudda
MASALAYA,Masalaya
PesARattUjI,Pesarattuji
Dhoklar,Dhokla
oulaoo,Dal
Payaaaaa,Pavya
rOgana,Rogana
PARATHAKA,Parathaka
oaiari,Roti
KHiChDIU,Kichdi
Gulabkan,Gulabka
muDdAnA,Muddana
ioiieogieiu,Ragi
DHOKLAMA,Dhoklama
oiraohea,Joshe
Da,Dal
Pav,Pav
KACHORILA,Kachorila
alalpehT,alalpehT
JALEBINA,Jalebina
aasimiu,Aami
Rogang,Roganga
Pakodaea,Pakoda
DOSAJI,Dosaji
CURDO,Curdo
koftao,Kofta
hALWAI,Halwa
puliyogarea,Puliyogare
Koftak,Koftaka
khichdiya,Kichdiya
PATTAGUYRAO,Pattaguyra
PANEERE,PANEERE
CURDLA,Curdla
uampU,Aamu
Rotij,Rotiji
SaMOSae,Samosa
ealkohD,ealkohD
GULAbE,Gulabe
ROTI,Roti
cUrDNa,Curdna
Raitakaa,Raitaka
Koftaan,Koftana
euiaea,euiaea
Chapathinaa,Chapathinaa
Chapathono,Chapathono
PANEER,Upmai
KOFTALA,Koftala
Idl,Idli
Muaoi,Ram
anasomaS,anasomaS
Bhajiia,Bhaji
muddala,Muddala
Aamn,Aam
arizbaS,arizbaS
puLAoI,Pulao
Upmaun,Upmana
rOTika,Rotika
alasomaS,alasomaS
momoga,Momoga
kachorira,Kachorira
Ramn,Ramna
aselebisiB,aselebisiB
PATTAGUYRAU,Pattaguyra
Tamarin,Tamarind
Masala,Masala
joshe,Josh
Chapathi,Chapathi
halwa,Halwa
Beeiaeleka,Beeiaeleka
Pooeina,Upma
Pakodak,Pakodaka
KHICHDISA,Kichdisa
Tamarindg,Tamarindga
biryanima,Biryanima
PATTAGUYRARA,Pattaguyrara
MOMoE,Momo
THEPLAYA,Theplaya
Momon,Momona
Ravaj,Ravaji
puliyogareji,Puliyogareji
thEplAu,Thepla
gulabo,Gulabo
bhaJIa,Bhaji
CuRDSa,Curdsa
rasamji,Rasamji
AAMJI,Aamji
parathae,Paratha
sabzii,Sabzi
ioiola,Dal
Jalebil,Jalebila
cHOlEKA,Choleka
chutneyka,Chutneyka
ereenaP,Purina
ayyentuhC,ayyentuhC
iagiyi,Ragii
Samosajia,Samosaji
dosaka,Dosaka
Dhokla,Dhokla
Dosaou,Dosa
ParathagA,Parathaga
ayelebisiB,ayelebisiB
Gulabm,Gulabma
areenaP,Ragina
KESaRIA,Kesari
oaoearro,Momo
Khichdi,Kichdi
raitara,Raitara
ChUTNEYe,Chutneye
puriO,Puri
amissaL,Samosa
Pavjim,Pavji
kOFTaU,Kofta
Pattaguyrak,Pattaguyra
oulaemo,Ramo
Joshoa,Josho
rasam,Rasam
asvaP,Ravao
CHOLEYA,Choleya
uitoR,Puri
jALEBio,Jalebi
uhutnuy,Chutney
iooayauuaeia,Ram
pattAGUyrala,Pattaguyrala
Puuai,Puuai
onagoR,onagoR
Peaeaiua,Peaeaiua
Raml,Ramla
purira,Purira
Pesarattumam,Pesarattuma
raitara,Raitara
SAMOSAJI,Samosaji
eeuaruna,eeuaruna
ohauniyea,ohauniyea
Paratha,Paratha
PArAtha,Paratha
Kesuio,Kesuio
Bhijiea,Bhijiea
KICHDIJI,Kichdiji
oitoR,Roti
Rasimre,Rasimre
KHICHDISA,Kichdisa
ragila,Ragila
CHOLE,Chole
RotILA,Rotila
iesieuo,iesieuo
MASALAA,Masala
Bhajigam,Bhajiga
jaleBina,Jalebina
ivaP,Rava
ayreehK,ayreehK
Puaua,Puaua
parATHAo,Paratha
RAVAO,Rava
agibelaJ,agibelaJ
Kichdi,Kichdi
ravaya,Ravaya
PULIYOGARESA,Puliyogaresa
Dosan,Dosana
Paneern,Paneern
Momok,Momoka
payasai,Payasa
amalkohD,amalkohD
Curdyaa,Curdya
CHAPATHIMA,CHAPATHIMA
rAVAYA,Ravaya
idliya,Idliya
Dosal,Dosala
paneere,paneere
joshka,Joshka
Chaiauhia,Dali
DHOKLAO,Dhokla
MUDDA,Mudda
momoGa,Momoga
Samosam,Samosama
Jalebia,Jalebi
theplasa,Theplasa
ROTILA,Rotila
keSarigA,Kesariga
Basibuieii,Lassiu
Rotijia,Rotiji
Keouaia,Keouaia
sABzila,Sabzila
ijyentuhC,ijyentuhC
HalwAO,Halwa
puliyogarea,Puliyogare
PATTAGUYRAKA,Pattaguyraka
kOftaYA,Koftaya
KHICHDIA,Kichdi
eildI,Idli
dhokla,Dhokla
BHAJIO,Bhaji
muddaga,Muddaga
erabmaS,erabmaS
CURDNA,Curdna
CholESA,Cholesa
payasama,Payasama
oalkohD,oalkohD
ayibelaJ,ayibelaJ
GULABKA,Gulabka
amvaP,Ravao
amahtaraP,amahtaraP
sambarya,Sambarya
Puoioeaoreku,Puoioeaoreku
pavga,Pavga
iiraseK,iiraseK
PAVla,Pavla
jalebina,Jalebina
Rouiea,Rouiea
paneer,Upmai
UPMARA,Upmara
Muddayan,Muddaya
pavO,Pavo
PARATHA,Paratha
Biryaninaa,Biryanina
Momogam,Momoga
PESARATTULA,Pesarattula
rOGaNsA,Rogansa
ayeragoyiluP,ayeragoyiluP
Idliram,Idlira
Puliyogareg,Puliyogarega
jalebiya,Jalebiya
Pooaaji,Puri
sabzina,Sabzina
pAKodA,Pakoda
Rasaman,Rasamna
asijahB,asijahB
Rotik,Rotika
Coaeera,Dosa
Kesarik,Kesarika
Aaoru,Ram
PeSArATtugA,Pesarattuga
armaA,Rama
Pulao,Pulao
CHOLERA,Cholera
CURDI,Curdi
parathara,Parathara
Chutneyaa,Chutneya
Rotis,Rotisa
joshka,Joshka
Puliyogareoa,Puliyogare
aluttaraseP,aluttaraseP
Rotil,Rotila
SABzIU,Sabzi
areenaP,Ragina
Biryaniy,Biryaniya
Curdkaa,Curdka
oaatureme,oaatureme
aeiina,Rama
Payasar,Payasara
Rava,Rava
KHEERU,KHEERU
anizbaS,anizbaS
ParATHAI,Paratha
Lassilan,Lassila
JOSHNA,Joshna
rASamE,Rasame
ayerutahB,ayerutahB
bhatureji,Bhatureji
Kucioria,Kucioria
agnagoR,agnagoR
eieyioiuu,eieyioiuu
Keseeio,Keseeio
Chapathium,Chapathium
aulaai,Dala
Rogany,Roganya
RAVARA,Ravara
agmasaR,agmasaR
agalkohD,agalkohD
Masala,Masala
uisobiuee,uisobiuee
Bisibelesan,Bisibelesa
HALWARA,Halwara
Pattaguyraen,Pattaguyra
Caodo,Vada
amissaL,Samosa
puliyogarega,Puliyogarega
Muddag,Mudda
Lassijia,Lassiji
Parathag,Paratha
PURIO,Puri
euuooao,euuooao
vadaga,Vadaga
Pattaguyram,Pattaguyra
Pa,Pav
POORIYA,Puriya
roTI,Roti
JOSHLA,Joshla
Khichdin,Kichdi
mOMoKA,Momoka
Raooa,Ram
akibelaJ,akibelaJ
anildI,anildI
TAMARINdSA,Tamarindsa
jalebia,Jalebi
CHOLEE,Dali
ayalkohD,ayalkohD
iasoD,iasoD
bhature,Bhature
PULAOSA,Pulaosa
Halwaa,Halwa
khiCHdIYA,Kichdiya
koftaka,Koftaka
RAVAMA,Ravama
dali,Dali
PAKODAKA,Pakodaka
uovisa,Purisa
VADAU,Vada
uauaa,uauaa
MOMOGA,Momoga
SamOsaya,Samosaya
Puliyogaremaa,Puliyogarema
KHEERA,KHEERA
THEPLAI,Thepla
Dhoklas,Dhokla
asavaR,Masala
TAMARINDO,Tamarindo
uPmA,Upma
Idlimam,Idlima
akmaR,Aamra
Lassiom,Lassi
Raita,Raita
dali,Dali
aildI,Idli
PAYASAMA,Payasama
Bhajig,Bhaji
ampU,Aamu
jalebisa,Jalebisa
theplama,Theplama
Tamarindkaa,Tamarindka
Sabziom,Dosaji
RAITAKA,Raitaka
uurii,Puri
payasaji,Payasaji
Aam,Aam
Lassiu,Lassi
poorio,Puri
PATTAGUYRASA,Pattaguyrasa
Idliraa,Idlira
parathau,Paratha
Kichdiam,Kichdi
KEsArIra,Kesarira
BHAJIO,Bhaji
alildI,alildI
ayawlaH,ayawlaH
JOSHGA,Joshga
Koftag,Koftaga
Koftak,Koftaka
ROgANLA,Roganla
agitoR,Ragio
ChuTneyI,Chutneyi
sambArkA,Sambarka
Peroaiaou,Peroaiaou
dhoklao,Dhokla
Tamarindan,Tamarindna
ureehK,Purio
paNEERE,paNEERE
Gulabm,Gulabma
Rava,Rava
Puliyogareon,Puliyogarena
Pooriia,Puri
cholera,Cholera
CURDU,Curdu
Halwas,Halwasa
ayibelaJ,ayibelaJ
masalaya,Masalaya
Kesarigam,Kesariga
eilasa,Dalsa
vadaga,Vadaga
Keaaui,Keaaui
Vadaman,Vadama
idlI,Idli
SABZIJI,Sabziji
TAMARINDA,Tamarinda
KICHDIA,Kichdi
Muddam,Mudda
BhaTuReI,Bhature
AAMya,Aamya
Kesarikam,Kesarika
dhoklaa,Dhokla
KESARIMA,Kesarima
aatfoK,aatfoK
Rasamm,Rasam
Masala,Masala
KICHDIU,Kichdi
amiruP,amiruP
iueieoiaroa,iueieoiaroa
Idlijin,Idliji
PESaRaTtula,Pesarattula
Idlir,Idlira
alitoR,Raitao
ehueureuo,Curde
Taeolaua,Dala
ravaga,Ravaga
Parathaim,Paratha
Raitam,Rasam
ROTIKA,Rotika
sabzie,Sabzi
Bhatures,Bhature
aritoR,Raitao
Payasas,Payasasa
Ram,Ram
amihtapahC,amihtapahC
Jalebikam,Jalebika
tamarindma,Tamarindma
PaneeryA,PaneeryA
Rasaosi,Rasami
oitoka,Rotika
Curdim,Curdi
Halwa,Halwa
Rasamem,Rasame
josHna,Joshna
uulabra,Gulabra
puriji,Puriji
Pattaguyrajia,Pattaguyraji
Payasag,Payasaga
Pooriun,Purina
Rasuuo,Ramu
Pinieai,Pinieai
Raitalaa,Raitala
Vadanan,Vadana
Khichdiam,Kichdi
ohetnuio,ohetnuio
BhAJISA,Bhajisa
Samosaoa,Samosa
Pooris,Purisa
Dosalam,Dosala
HaLwasA,Halwasa
eaauiiniaa,eaauiiniaa
amdruC,amdruC
Idlijia,Idliji
PulaoLA,Pulaola
Kichdin,Kichdi
Bhatuream,Bhature
chutneyya,Chutneya
alissaL,Idlisa
PeSARaTTuO,Pesarattu
Upmalaa,Upmala
idlira,Idlira
CURDO,Curdo
Bandegainan,Bandegaina
baluG,Dalu
Masalakan,Masalaka
muddaa,Mudda
PARATHAA,Paratha
Poneurei,Poneurei
kOFTa,Kofta
RAGIE,Ragi
PANEERA,Ragira
Kachorim,Kachori
payasae,Payasa
Puaoeo,Puaoeo
Dhoklaj,Dhokla
Paneern,Paneern
ayidhciK,ayidhciK
Pavy,Pavya
Bisibeleem,Bisibelei
Khichdiua,Kichdi
Lassik,Lassi
BIRyANila,Biryanila
HAlWAmA,Halwama
reenaP,Purina
Vadan,Vadana
DOSAO,Dosa
PATTAGUYRAGA,Pattaguyraga
eei,eei
Pulooi,Dalu
gulabga,Gulabga
SABzIu,Sabzi
Upmal,Upmala
aoatau,Vada
MUdDA,Mudda
iizbaS,iizbaS
akawlaH,akawlaH
UPMA,Upma
adokaP,Vadaka
MASALAI,Masala
sABZISa,Sabzisa
KICHDIJI,Kichdiji
idliya,Idliya
aginayriB,aginayriB
RASAMSA,Rasamsa
paKoDAA,Pakoda
dhOkLaya,Dhoklaya
Jalebik,Jalebika
oieine,oieine
kheera,kheera
pATTaGuYra,Pattaguyra
Pulooua,Dalu
iaieu,iaieu
payAsAka,Payasaka
RAMU,Ramu
Paoeaha,Pava
PAttAgUyRAi,Pattaguyra
Jalebien,Jalebina
ambaluG,Sambaru
Sambarm,Sambarma
KACHORISA,Kachorisa
CHAPATHIRA,CHAPATHIRA
PAVLA,Pavla
KhIChDiJi,Kichdiji
uasauau,Dosa
purina,Purina
bHajiga,Bhajiga
dosaU,Dosa
Bhajiyam,Bhajiya
RAGILA,Ragila
chapatHiO,chapatHiO
amidhcihK,amidhcihK
Masalak,Masalaka
iagednaB,iagednaB
ayreenaP,ayreenaP
agyentuhC,agyentuhC
sabzii,Sabzi
halwaga,Halwaga
dhoklana,Dhoklana
Tamarindjin,Tamarindji
RAVAJI,Ravaji
DHOKLASA,Dhoklasa
ayyentuhC,ayyentuhC
Chutneyon,Chutneyo
rogane,Rogane
Samosal,Samosala
cHuTnEyNa,Chutneyna
Saiosi,Dali
Puria,Puri
Veie,Pav
Chole,Chole
Chutneynaa,Chutneyna
aadaV,Vadau
SAMOSAYA,Samosaya
Koftagan,Koftaga
idlio,Idli
oigaR,Rogan
MOMOJI,Momoji
chOlEYA,Choleya
oyentuhC,oyentuhC
DALRA,Dalra
anadaV,anadaV
Ragilam,Ragila
ROTIGA,Rotiga
Jalebikaa,Jalebika
obaluG,obaluG
Koftagam,Koftaga
eissaL,Dal
KOFTAGA,Koftaga
ROTIE,Roti
KHEERSA,KHEERSA
SAMBARLA,Sambarla
Masala,Masala
Poorin,Purina
ooieaeo,ooieaeo
Vad,Vada
ROTINA,Rotina
THEPLAA,Thepla
KHEERRA,KHEERRA
BHAjiSa,Bhajisa
Poorigaa,Puriga
Paneery,Paneery
Biryanil,Biryanila
Upmaram,Upmara
Kifuuu,Kifuuu
amihtapahC,amihtapahC
Biryani,Biryani
paneerji,paneerji
PAVA,Pava
Theplajin,Theplaji
Kesariaa,Kesari
eaiasie,eaiasie
curdji,Curdji
Chapathi,Chapathi
Lassu,Pavu
Pakodaum,Pakodama
Roiinka,Roiinka
payASai,Payasa
Muddan,Mudda
DALKA,Dalka
BHAJI,Bhaji
Cholem,Chole
KOFTAI,Kofta
ayatfoK,ayatfoK
SABZIJI,Sabziji
eadayu,Vadau
akasomaS,akasomaS
POoriSA,Purisa
Biryanij,Biryaniji
Theplak,Thepla
pattaguyrao,Pattaguyra
Poura,Dosa
eaiaii,eaiaii
dalla,Dala
dhoklae,Dhokla
iaoioge,iaoioge
parathaji,Parathaji
iiagednaB,iiagednaB
Poori,Puri
Bhajiyan,Bhajiya
ootii,Puri
curdna,Curdna
aueiuroye,aueiuroye
KheerKa,KheerKa
ooaluP,Dalu
amihtapahC,amihtapahC
BISIBELEI,Bisibele
Chutneyg,Chutney
PURII,Puri
Couuaeui,Couuaeui
Chapathiom,Chapathiom
RAMO,Ramo
KHICHDI,Kichdi
BHATURERA,Bhaturera
idliu,Idli
ebaluG,ebaluG
rotila,Rotila
Lass,Pav
KHEERU,KHEERU
Haowasa,Halwasa
TAMARINDJI,Tamarindji
CHOLEA,Chole
Roti,Roti
kAchorIRa,Kachorira
Sambar,Sambar
Theplak,Thepla
AAMI,Aami
RAITAMA,Raitama
CHUTNEYLA,Chutneyla
Kheers,Kheers
Pulaor,Pulao
Choleam,Chole
Vadara,Vadara
Bandegaim,Bandegai
Chutneygaa,Chutneyga
BHatUreA,Bhature
MASalaNa,Masalana
Vadayaa,Vadaya
Puioi,Puioi
reenaP,Purina
chutneyji,Chutneyji
iasoD,iasoD
Masalayaa,Masalaya
muddai,Mudda
theplaa,Thepla
pattaguyraya,Pattaguyraya
eoapaauio,Pav
arijahB,arijahB
dhOklAga,Dhoklaga
Chauatuae,Dalu
Kachorisaa,Kachorisa
uiokli,Idli
uouoara,Ram
sambara,Sambara
rAmsA,Ramsa
Bouaugai,Rogan
purio,Puri
Theplaun,Thepla
Lassi,Lassi
armasaR,armasaR
Vadaea,Vada
Cholemaa,Cholema
Paneerr,Upmai
akerutahB,akerutahB
Aaira,Ram
PanEERrA,Ragira
agahtaraP,agahtaraP
oasimka,Rotika
Paneerea,Paneerea
aadokaP,Vadaka
Raieaga,Ragia
PULIYOGAREJI,Puliyogareji
Bisibele,Bisibele
asdniramaT,asdniramaT
Rasamua,Rasamu
Keuoriaa,Puri
GulAb,Gulab
agalasaM,Masalasa
BHAJI,Bhaji
sAMbaryA,Sambarya
SAMBARKA,Sambarka
RAM,Ram
pARathAa,Paratha
KichdiA,Kichdi
aymasaR,Payasae
PARAtharA,Parathara
Daie,Dal
adruC,Vadau
aalpehT,aalpehT
Samosaam,Samosama
oadokaP,Momoka
Upmagaa,Upmaga
Pesarattu,Pesarattu
GuLAbji,Gulabji
LASSIO,Lassi
Pattaguyraan,Pattaguyra
PAVYA,Pavya
josha,Josh
aymasaR,Payasae
KesaRI,Kesari
dhoklau,Dhokla
Rasam,Rasam
masalaji,Masalaji
eoaie,eoaie
dhOKLara,Dhoklara
Idli,Idli
Da,Dal
KOFTA,Kofta
armaR,Ramra
Khichdi,Kichdi
khichdi,Kichdi
uauoo,uauoo
BIRYANILA,Biryanila
momona,Momona
idlisa,Idlisa
Pakodaua,Pakoda
Dosayan,Dosaya
PULAOKA,Pulaoka
BISIBELEKA,Bisibeleka
PAKODALA,Pakodala
amelebisiB,amelebisiB
jALeBie,Jalebi
Curdom,Curdo
PESARATTUNA,Pesarattuna
BIRYANIO,Biryani
purira,Purira
Upmanam,Upmana
Biryanisan,Biryanisa
BISIbELElA,Bisibelela
GULABJI,Gulabji
RAGIO,Ragi
Tiuariud,Rotii
asiraseK,asiraseK
raGiA,Ragi
SABZIMA,Sabzima
payasara,Payasara
PAKODARA,Pakodara
Sabzilan,Sabzilan
asahtaraP,asahtaraP
sAbZIa,Sabzi
Dhoklaum,Dhokla
Bhajiran,Bhajira
bHaTUREgA,Bhaturega
ihsoJ,ihsoJ
Sabzin,Dosaji
Pesarattur,Pesarattu
PARATHAI,Paratha
muddaya,Muddaya
ayvaP,Ravao
TAMARINDLA,Tamarindla
Ramjim,Ramji
Muidaia,Mudda
KOFTASA,Koftasa
pakODara,Pakodara
Pavlan,Pavla
Kiehaiji,Bhaji
PULAOGA,Pulaoga
oawlaH,oawlaH
Saezoaa,Aamo
Gulabm,Gulabma
Khauria,Rami
bAndEgaI,Bandegai
VADARA,Vadara
asampU,Rasamu
ramya,Ramya
agerutahB,agerutahB
SABZIE,Sabzi
MASALA,Masala
Momoon,Momou
theplae,Thepla
aamga,Aamga
rotI,Roti
Roti,Roti
albaluG,albaluG
Curdmaa,Curdma
bhAjIU,Bhaji
aatiaR,Ragi
muddae,Mudda
eaawano,eaawano
KICHDINA,Kichdina
aaedagiu,Ragi
poorisa,Purisa
ChutnEyI,Chutneyi
Beryaauka,Beryaauka
dosaga,Dosaga
Beajae,Beajae
iduasa,iduasa
chutneyga,Chutneyga
Payasan,Payasana
ijatiaR,ijatiaR
DHOKLAE,Dhokla
iinayriB,iinayriB
BHAJIE,Bhaji
Reeioa,Reeioa
Khichdij,Kichdi
biryanina,Biryanina
aadokaP,Vadaka
Dosa,Dosa
aisoeeleso,aisoeeleso
SamosaO,Samosa
Koftayam,Koftaya
CHOLENA,Cholena
KESARI,Kesari
pattaguyrasa,Pattaguyrasa
Dalkam,Dalka
PANEERRA,Ragira
MUDDALA,Muddala
irooP,irooP
Kheeran,Kheeran
POORISA,Purisa
Gula,Gulab
puriga,Puriga
DALMA,Dalma
Tamarindl,Tamarindla
masalala,Masalala
Payasaman,Payasama
Halwak,Halwaka
Aam,Aam
Khichdiam,Kichdi
idlika,Idlika
RAGINA,Ragina
Biryani,Biryani
mUdDayA,Muddaya
Joshlaa,Joshla
AAMU,Aamu
alvaP,Ravao
dosai,Dosa
eiaeaji,eiaeaji
pakodana,Pakodana
alvaP,Ravao
vAdAga,Vadaga
rotina,Rotina
ragina,Ragina
Puro,Puri
Poori,Puri
PAYASA,Payasa
POOrina,Purina
vadaya,Vadaya
PESARATTUMA,Pesarattuma
asadokaP,asadokaP
Gulabram,Gulabra
JAlEbIu,Jalebi
Chapath,Chapath
Rotigam,Rotiga
cholena,Cholena
Bandega,Bandegai
Masalayan,Masalaya
VADaga,Vadaga
dosa,Dosa
koftaya,Koftaya
Kichdim,Kichdi
ROGANGA,Roganga
elohC,elohC
RASAMRA,Rasamra
Puliyogar,Puliyogare
Puliyogarelam,Puliyogarela
Curdr,Curdra
pulaoga,Pulaoga
Sauiorui,Dalu
CHAPATHII,CHAPATHII
muddara,Muddara
Putiagiyaae,Putiagiyaae
Masalay,Masalaya
Galeae,Dale
khichdii,Kichdi
PESARATTUKA,Pesarattuka
Rasoeo,Ramo
bisibeleya,Bisibeleya
parathana,Parathana
BIRYANIYA,Biryaniya
Ramoa,Ramo
CHAPATHIO,CHAPATHIO
Rotin,Rotina
BiRyAnINa,Biryanina
Rava,Rava
BISIBELEYA,Bisibeleya
rogano,Rogano
Rotium,Rotima
pattaguyraka,Pattaguyraka
IDLIRA,Idlira
alizbaS,alizbaS
Koftalaa,Koftala
agelohC,agelohC
pooria,Puri
pulao,Pulao
ram,Ram
Joshnam,Joshna
DOSAA,Dosa
oamoaoua,Momo
RAGiRA,Ragira
iagednaB,iagednaB
issaL,Dal
pAttAgUYRarA,Pattaguyrara
samosana,Samosana
Puliyogares,Puliyogaresa
purima,Purima
